MOF_name,data_set,split,water_label,4_class_water_label,acid_label,base_label,boiling_label,Di,Df,Dif,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
KADLUZ,WS24s,val,1,3,0,0,0,14.27695,9.75292,14.27695,2194.05,2506.4,0.6021,0.687817934,0.6021,0.0,0.687818,0.0,-0.02,0.37,-0.02,-1.0,0.5,-1.0,1.0,6.5,1.0,-3.9,0.94289,-3.9,0.49,1.085,0.49,-0.04,0.285,-0.063333333,-2.0,-0.75,-3.166666667,2.0,6.583333333,3.166666667,-6.75,-2.714258333,-10.25,0.9275,1.423333333,1.446666667,0.5,1.0,2.0,1.0,0.28125,0.5775,0.8475,0.5775,2.0,6.0,7.0,6.0,24.5,42.0,52.5,42.0,27.38,83.62,102.542614,83.62,4.6208,7.752,15.1848,7.752,1.416666667,2.833333333,2.0,0.545233333,0.809141667,1.345,1.137033333,2.25,6.75,8.166666667,8.5,57.75,63.0,109.0833333,91.0,39.2025,104.6191667,136.773845,139.555,10.7536,11.577,24.67393333,16.694,2.225,3.05,8.04,10.0,8.0,25.5,51.0,115.0,261.5,-5.55,-3.25,-9.105,34.0,76.0,128.0,184.0,27.4764,66.848,104.4604,135.2424,208.0,540.0,752.0,912.0,10292.0,20220.0,23964.0,22656.0,269.7446,540.72,1042.5132,1425.888,4.5,5.5,11.0,1.9044,5.4993,6.2652,9.8532,20.5,47.5,77.0,112.0,841.0,2305.5,1290.5,1667.5,3.61,26.79,26.03,57.0095,22.0,46.0,70.0,84.0,9.671,22.715,32.4542,35.29,116.0,282.0,392.0,412.0,629.0,1332.0,1842.0,1828.0,147.5579,305.694,469.0254,532.012
ACOFUU,WS24s,val,0,2,0,0,0,7.99458,6.67411,7.99458,2280.1,2609.36,0.5866,0.671310681,0.5866,0.0,0.671311,0.0,0.08,0.48,0.933333333,-0.666666667,2.0,1.333333333,4.333333333,9.333333333,20.0,-7.535703333,-1.342813333,-5.485626667,1.393333333,1.773333333,4.08,-0.04,0.72,0.74,-2.0,0.0,1.0,2.0,14.0,13.0,-7.8,-2.01422,1.88578,0.98,2.66,2.17,1.0,2.333333333,4.666666667,6.0,0.552633333,1.242366667,2.245,2.637133333,6.333333333,19.0,28.0,34.0,54.0,88.33333333,172.6666667,169.6666667,45.87,170.447538,244.7634853,321.5486603,10.1056,18.07333333,39.35786667,45.98106667,2.0,4.0,3.0,0.5625,1.155,1.71,1.1325,4.0,12.0,16.0,10.0,49.0,84.0,98.0,56.0,54.76,167.24,233.945228,150.325228,9.2416,15.504,28.88,21.128,1.46,2.16,5.92,8.0,4.0,16.0,36.0,96.0,212.0,-5.4,-3.6,-5.8,9.0,16.0,24.0,24.0,7.8119,14.5236,21.0054,18.6648,40.0,88.0,80.0,40.0,3592.0,5376.0,6092.0,3696.0,64.7389,101.616,167.6636,182.784,4.0,4.0,8.0,1.7161,4.9518,4.0348,5.9736,16.0,32.0,48.0,64.0,900.0,2520.0,720.0,840.0,2.7225,19.8,16.83,31.35,84.0,176.0,296.0,400.0,32.7828,81.0064,121.7864,148.8352,472.0,1192.0,1696.0,2024.0,2032.0,4616.0,6536.0,7248.0,540.5536,1176.932,1966.5344,2565.1968
GIYTAK,WS24s,val,1,3,0,0,0,5.85565,4.3241,5.61435,2533.16,2275.7,0.5319,0.477837469,0.5319,0.0,0.477839,0.0,-0.026666667,-0.026666667,0.186666667,-1.333333333,-2.0,-4.0,1.333333333,1.333333333,7.333333333,-4.0,-4.0,-7.471406667,0.593333333,0.593333333,2.013333333,-0.04,0.213333333,0.433333333,-2.0,-2.0,-3.666666667,2.0,6.0,11.66666667,-6.6,-4.671406667,-6.842813333,0.92,1.48,2.736666667,0.666666667,0.666666667,1.333333333,2.0,0.355266667,0.374733333,0.73,0.929533333,0.666666667,2.0,3.333333333,6.0,42.66666667,32.0,74.66666667,69.33333333,18.72666667,39.92666667,58.65333333,95.77845533,7.889066667,5.848,13.73706667,16.74133333,1.333333333,2.666666667,3.0,0.542766667,0.759733333,1.3,1.307033333,2.0,6.0,8.666666667,9.333333333,59.0,60.0,107.3333333,88.0,36.98,95.67333333,136.635076,145.8868647,10.9696,11.016,23.36373333,23.784,3.486666667,3.786666667,10.25333333,11.33333333,9.333333333,28.0,187.3333333,224.0,554.0,-7.9,-4.586666667,-16.66666667,25.0,56.0,102.0,144.0,18.9542,46.2316,80.8154,97.8312,158.0,428.0,674.0,744.0,8010.0,11856.0,22448.0,17400.0,210.4125,397.5328,892.5096,1153.5552,4.666666667,6.666666667,13.33333333,2.1904,5.0616,8.9984,14.0304,22.66666667,54.66666667,108.0,165.3333333,2304.0,1760.0,4608.0,4128.0,2.8561,26.67946667,26.79213333,66.248,24.0,48.66666667,85.33333333,122.6666667,9.713333333,22.81766667,35.49226667,43.13893333,134.0,350.0,509.3333333,530.6666667,658.0,1304.0,1918.666667,1998.0,163.6938,321.283,557.0270667,763.705
ZEVWOO,WS24s,val,0,2,0,0,0,4.9427,1.61503,4.41135,0.0,0.0,0.2074,0.184949036,0.0,0.2074,0.0,0.184949,-0.02,-0.02,-0.04,-1.0,-2.0,-4.0,1.0,1.0,2.0,-3.9,-3.9,-7.8,0.49,0.49,0.98,-0.02,-0.02,-0.04,-1.0,-2.0,-4.0,1.0,1.0,2.0,-3.9,-3.9,-7.8,0.49,0.49,0.98,1.0,1.0,1.0,2.0,0.5625,0.5775,0.5775,1.155,1.0,2.0,3.0,6.0,49.0,42.0,42.0,84.0,54.76,83.62,83.62,167.24,9.2416,7.752,7.752,15.504,1.0,1.0,2.0,0.5625,0.5775,0.5775,1.155,1.0,2.0,3.0,6.0,49.0,42.0,42.0,84.0,54.76,83.62,83.62,167.24,9.2416,7.752,7.752,15.504,2.52,2.44,2.44,8.0,8.0,4.0,88.0,92.0,92.0,-4.56,-2.6,-2.6,9.0,16.0,20.0,24.0,6.526,12.9,15.2508,13.86,36.0,80.0,80.0,48.0,1181.0,1960.0,1980.0,1008.0,66.5864,108.224,149.6592,186.048,4.0,4.0,4.0,1.9044,4.14,4.2504,4.2504,16.0,32.0,32.0,48.0,841.0,812.0,696.0,696.0,3.61,23.104,19.38,19.38,78.0,168.0,258.0,354.0,35.1198,84.6384,123.2154,154.221,432.0,1104.0,1602.0,1890.0,2046.0,4680.0,6480.0,7728.0,483.7296,1064.574,1606.959,2163.453
VEMHOL,WS24s,val,1,3,0,0,0,4.22657,2.78898,4.22657,0.0,0.0,0.1316,0.06092649,0.0,0.1316,0.0,0.0609264,0.486666667,0.0,0.253333333,2.333333333,1.0,2.0,9.0,0.0,4.0,-0.042813333,0.0,1.928593333,1.61,0.0,0.56,-0.007777778,-0.012222222,0.295555556,-0.388888889,-1.0,0.166666667,0.388888889,0.611111111,4.666666667,-1.516666667,-2.383333333,2.250025556,0.190555556,0.299444444,0.653333333,1.0,2.666666667,2.333333333,2.0,0.5625,1.135,1.3125,0.935,7.333333333,13.33333333,12.66666667,9.333333333,49.0,67.66666667,114.3333333,70.0,54.76,146.3434853,127.7733333,95.24840933,9.2416,19.74986667,21.56373333,16.7808,2.0,2.388888889,1.388888889,0.5625,1.130833333,1.352916667,0.559583333,4.0,8.777777778,11.55555556,5.222222222,49.0,95.27777778,112.7777778,35.38888889,54.76,120.7433333,148.4522222,59.40536644,9.2416,17.90391111,21.16684444,10.84942222,4.38,8.712,10.44,18.0,37.2,45.6,246.0,494.4,594.0,-8.1,-15.024,-17.676,100.0,300.0,720.0,1300.0,73.0762,235.53,538.9008,913.9624,1020.0,3444.0,7848.0,12816.0,27216.0,48636.0,101352.0,190584.0,811.0012,2172.7488,5521.992,10433.1988,6.0,12.0,17.2,2.1904,6.66,13.39104,22.22368,36.0,108.0,208.8,345.6,2304.0,2016.0,3916.8,11116.8,2.8561,30.8256,59.66376,78.99736,8.0,16.0,20.0,12.0,3.6792,7.95,9.3484,4.47,36.0,78.0,86.0,40.0,283.0,574.0,684.0,252.0,62.3905,128.7136,155.544,90.4704
AWIBEP,WS24s,val,0,2,0,0,0,2.2796,0.84707,2.2624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.748571429,0.137142857,1.142857143,4.571428571,0.857142857,6.428571429,12.57142857,3.857142857,-2.534665714,3.042922857,-3.774475714,1.35,1.985714286,0.99,-0.017142857,0.083809524,-0.00952381,-0.857142857,-1.238095238,-2.857142857,0.857142857,2.952380952,2.857142857,-2.571428571,-2.37346,-6.410200952,0.381428571,0.765238095,1.088571429,0.714285714,2.142857143,3.142857143,1.714285714,0.401785714,0.980357143,1.206428571,0.861428571,6.428571429,15.85714286,14.57142857,12.85714286,35.0,60.0,66.0,57.0,39.11428571,136.0993834,149.585228,121.805406,6.601142857,15.69942857,23.00845714,12.83314286,0.904761905,1.428571429,1.619047619,0.538614286,0.5115,0.711533333,0.891,1.476190476,3.285714286,4.19047619,7.142857143,61.33333333,42.28571429,62.47619048,70.85714286,37.57571429,60.64333333,71.679338,111.285747,11.32587619,7.720428571,13.25727619,13.37171429,8.82,6.75,9.0,75.0,53.0,74.0,634.0,465.0,650.0,-19.92,-8.26,-14.72,54.0,124.0,288.0,316.0,26.8508,85.3724,151.894,150.0236,468.0,1480.0,1776.0,1540.0,11798.0,23952.0,20640.0,15568.0,402.2066,773.9936,2520.154,2325.4576,10.0,7.0,10.0,2.6244,11.9556,7.4358,11.664,100.0,250.0,170.0,260.0,5041.0,5396.0,2272.0,4260.0,1.6129,41.4274,21.7805,34.8234,20.0,40.0,60.0,74.0,8.8212,19.6528,28.2124,33.3114,100.0,240.0,332.0,378.0,648.0,1208.0,1796.0,1972.0,146.8776,281.168,418.6964,508.243
RUYNUW,WS24s,val,1,3,0,0,0,3.59332,1.25466,2.93511,0.0,0.0,0.0141,0.007984461,0.0,0.0141,0.0,0.00798444,-0.006282051,-0.03,0.034871795,-0.076923077,-1.025641026,-1.576923077,0.314102564,1.5,4.185897436,-1.155769231,-4.926923077,-8.242711987,0.150448718,0.688846154,1.460705128,-0.04,0.15,0.125,-2.0,-1.5,-2.75,2.0,5.0,6.25,-6.45,-5.003555,-8.528555,0.9125,1.3325,1.8775,0.75,1.224358974,1.5,1.974358974,0.406695513,0.678013462,0.835480769,1.05324359,2.647435897,5.096153846,6.320512821,10.19230769,44.44230769,64.93589744,77.35897436,80.77564103,27.39307692,59.34512821,84.78384615,128.8350431,8.260430769,12.09731282,14.24420513,16.09902564,1.25,2.5,2.25,0.5403,0.710325,1.24875,1.126275,1.75,5.25,7.0,7.0,60.25,57.0,108.5,86.0,34.7575,86.7275,124.471307,127.416307,11.1856,10.455,22.6742,18.44,3.473333333,4.26,9.72,12.0,11.33333333,32.0,188.0,252.0,510.6666667,-7.633333333,-5.16,-12.35333333,31.0,64.0,106.0,156.0,22.4508,50.97,79.2766,96.5348,170.0,432.0,578.0,628.0,8252.0,12000.0,14370.0,12648.0,254.9057,456.8448,897.1332,1284.3776,4.666666667,6.0,12.0,2.1904,5.081333333,6.8376,11.8992,22.66666667,52.0,88.0,130.6666667,2304.0,1728.0,1728.0,3136.0,2.8561,26.2288,25.857,55.15033333,30.0,62.0,95.2,120.8,14.33932,32.11052,47.46296,56.28568,157.2,385.2,546.4,634.4,1099.2,2145.6,3113.6,3458.4,231.58404,450.58956,686.69792,837.1296
PAMHIW,WS24s,val,0,2,0,0,0,9.26871,4.50421,9.26871,1510.5,1586.51,0.4946,0.519490341,0.3683,0.1263,0.386835,0.132656,0.34,0.7,0.68,1.0,4.0,4.0,8.0,15.0,16.0,-4.90711,-5.91422,-9.81422,1.82,3.15,3.64,-0.04,0.112,0.004,-2.0,-1.6,-3.6,2.0,4.4,4.8,-6.36,-5.202844,-10.581422,0.908,1.244,1.788,1.0,3.0,5.0,6.0,0.5625,1.4325,2.2875,2.865,9.0,24.0,33.0,42.0,49.0,91.0,140.0,182.0,54.76,200.592614,317.565228,401.185228,9.2416,22.192,36.632,44.384,1.2,2.4,2.2,0.53882,0.68068,1.218,1.18586,1.6,4.8,6.4,8.0,61.0,55.2,109.2,95.0,33.424,81.36,117.1730456,135.9425228,11.3152,10.1184,22.26048,18.4736,3.23,3.66,8.28,14.0,12.0,32.0,106.0,138.0,278.0,-7.3,-3.9,-10.66,20.0,44.0,76.0,112.0,13.9402,33.872,53.6868,70.3264,120.0,308.0,428.0,512.0,2580.0,5628.0,7264.0,8224.0,172.392,330.048,688.2868,930.368,5.0,6.0,12.0,1.9044,5.0646,6.3756,11.4264,25.0,55.0,90.0,140.0,841.0,1131.0,1044.0,2030.0,3.61,31.92,29.07,63.574,30.0,62.0,98.0,124.0,12.9262,30.2154,44.1726,50.0536,160.0,394.0,550.0,596.0,868.0,1778.0,2534.0,2594.0,205.2526,415.613,658.8194,795.449
ONOCOK,WS24s,val,0,2,0,0,0,2.1495,1.10498,2.1495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.06,-0.06,-2.0,-1.5,-3.0,2.0,3.25,3.0,-6.0,-4.3017775,-9.0,0.89,0.9775,1.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.5,0.5329,0.5621,1.022,0.84315,1.0,3.0,3.5,4.5,64.0,48.0,102.0,72.0,28.09,59.89,78.97942075,89.835,11.8336,8.772,20.3046,13.158,3.96,3.72,11.78,20.0,18.0,61.5,102.0,114.0,311.0,-11.34,-6.0,-26.09,32.0,80.0,176.0,268.0,23.3696,66.6928,130.7792,181.4196,272.0,892.0,1580.0,1788.0,3956.0,11136.0,19880.0,23200.0,276.9776,536.64,1628.972,2116.976,6.0,8.0,17.0,1.9321,6.0882,10.286,16.4715,36.0,96.0,180.0,243.0,625.0,1200.0,2150.0,2850.0,2.4025,31.992,28.52,81.282,17.2,34.8,52.8,64.8,7.63468,17.2326,24.5352,27.06504,87.6,212.4,292.8,314.4,526.8,1017.6,1427.2,1416.0,120.25752,231.5298,355.85392,409.4652
WIYFAM,WS24s,val,1,3,0,0,0,9.09166,6.13483,9.09166,2502.84,3151.67,0.633,0.797099716,0.633,0.0,0.797099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,-0.05,0.51,-1.5,-3.0,-2.0,1.5,2.5,12.0,-4.95,-8.85,-5.560665,0.69,1.18,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.5,3.5,0.5477,0.85105,1.41375,1.55585,2.5,6.5,12.0,13.0,56.5,69.5,119.0,100.5,41.425,99.135,169.42,193.538921,10.5376,12.8828,21.9308,26.556,2.28,2.74,7.76,4.0,5.0,15.0,90.0,118.0,326.0,-6.36,-5.48,-17.23,27.0,64.0,120.0,180.0,19.9579,49.2576,98.1768,131.7492,184.0,536.0,1000.0,1160.0,4672.0,8648.0,22104.0,20400.0,209.0158,439.2128,888.5172,1295.1192,4.0,8.0,14.0,1.7161,3.8776,10.1394,13.8598,16.0,48.0,108.0,164.0,900.0,900.0,3660.0,2820.0,2.7225,21.384,30.822,66.5445,22.66666667,46.66666667,77.33333333,78.0,9.022,21.674,31.57573333,32.87126667,124.0,294.6666667,392.0,414.0,561.3333333,1218.666667,1749.333333,1705.333333,146.2857333,306.8102667,490.3721333,511.9583333
LAGCOO,WS24s,val,0,2,0,0,0,11.39136,10.44974,11.39136,1611.64,2217.99,0.688,0.946845888,0.688,0.0,0.946845,0.0,-0.06,1.97,-0.06,-3.0,12.0,-3.0,3.0,28.0,3.0,-11.7,-0.24266,-11.7,1.47,5.89,1.47,0.25,3.003333333,0.25,-3.0,12.0,-3.0,11.0,54.66666667,11.0,5.9,58.42400667,5.9,0.62,3.056666667,0.62,1.0,3.0,9.0,3.0,0.5625,1.7325,3.585,1.7325,9.0,36.0,45.0,36.0,49.0,126.0,245.0,126.0,54.76,250.86,494.635684,250.86,9.2416,23.256,65.2688,23.256,3.0,9.0,3.0,0.749533333,1.9712,3.9694,1.9712,9.0,36.0,45.0,36.0,107.6666667,174.0,298.3333333,174.0,244.84,449.74,740.1126227,449.74,7.759766667,21.0885,59.80613333,21.0885,1.28,4.59,20.53,-3.0,-9.0,30.0,112.0,369.0,1172.0,-2.48,-5.58,-13.15,13.0,24.0,42.0,36.0,9.2231,18.3808,32.718,23.6544,66.0,144.0,168.0,144.0,2856.0,3770.0,6242.0,2088.0,85.5267,158.4532,250.7456,253.062,3.0,9.0,27.0,1.6384,3.2768,8.8704,17.9584,9.0,36.0,108.0,153.0,2209.0,1363.0,2538.0,4559.0,3.7249,15.9611,44.2935,125.9518,22.0,48.0,96.0,120.0,8.0113,22.1298,38.7138,42.6426,144.0,384.0,648.0,672.0,600.0,1440.0,2232.0,1872.0,129.6159,307.683,608.1192,711.603
CUCFOX,WS24s,val,0,2,0,0,0,8.59424,6.16075,8.59424,2743.24,4213.66,0.6421,0.986278729,0.6421,0.0,0.986278,0.0,-0.02,-0.013333333,0.36,-0.666666667,-1.0,0.0,1.0,0.666666667,7.0,-3.9,-3.8,-1.60711,0.49,0.386666667,1.36,-0.026666667,0.22,0.24,-1.666666667,-1.333333333,-0.333333333,1.333333333,5.666666667,4.666666667,-4.6,-3.371406667,-0.071406667,0.623333333,1.316666667,0.856666667,1.0,2.0,2.666666667,3.666666667,0.5625,1.14,1.51,1.7925,4.0,9.333333333,12.66666667,14.66666667,49.0,91.0,126.0,130.6666667,54.76,138.38,174.1466667,212.6792807,9.2416,16.9936,23.4688,29.75146667,1.333333333,2.333333333,2.333333333,0.552633333,0.759866667,1.1275,1.1125,2.0,5.666666667,7.666666667,5.333333333,54.0,60.33333333,84.0,91.0,45.87,93.96333333,132.0017427,107.5817427,10.1056,11.17253333,19.1824,20.5808,3.4,4.36,7.04,22.0,26.0,40.0,136.0,190.0,258.0,-9.14,-8.18,-8.58,15.0,32.0,58.0,72.0,9.7143,23.1136,39.4818,40.972,90.0,240.0,342.0,248.0,1538.0,3532.0,5148.0,3284.0,120.8543,227.9104,471.2904,607.2416,6.0,8.0,10.0,1.7161,5.8426,8.0172,7.9386,36.0,84.0,132.0,120.0,900.0,1320.0,1500.0,1260.0,2.7225,31.416,35.277,41.382,21.0,42.0,62.0,68.0,9.0469,20.2526,26.7602,28.106,104.0,240.0,298.0,310.0,604.0,1228.0,1556.0,1550.0,143.9416,288.6004,416.6486,457.0118
WEHQEG,WS24s,val,1,3,0,0,0,5.68656,3.95189,5.68218,1496.87,1144.11,0.3105,0.237327259,0.3105,0.0,0.237328,0.0,-0.02,-0.03,-0.04,-0.5,-0.5,-1.0,1.0,1.5,2.0,-3.0,-4.05,-6.0,0.445,0.645,0.89,-0.005,-0.005,-0.0125,-0.25,-0.5,-0.875,0.25,0.25,0.625,-0.975,-1.2,-2.4375,0.1225,0.13375,0.30625,0.25,0.5,1.0,1.0,0.133225,0.28105,0.5548,0.5621,1.0,3.0,5.0,6.0,16.0,24.0,52.0,48.0,7.0225,29.945,49.555,59.89,2.9584,4.386,9.6148,8.772,0.375,0.5,0.625,0.5187,0.2146875,0.285,0.3609375,0.625,1.5,2.375,3.0,73.0,16.625,22.75,26.25,24.1807,27.75,36.26,52.2625,14.1907,3.0932,4.2142,4.845,3.13,1.55,2.08,18.0,4.0,5.0,206.0,122.0,162.0,-8.01,-2.35,-3.37,10.66666667,20.0,38.66666667,27.33333333,7.4964,16.902,23.93853333,17.50106667,58.66666667,126.6666667,130.6666667,106.6666667,3757.333333,5716.0,4505.333333,3271.333333,110.6308,150.2298667,453.3066667,209.9199333,5.0,3.0,4.5,1.7992,4.902,2.9312,4.7104,26.0,38.0,32.0,52.0,2405.0,2035.0,893.0,2326.5,3.9637,36.2114,15.7102,23.26615,53.0,114.0,174.0,220.0,23.9461,57.4274,82.963,93.0196,288.0,716.0,1006.0,1024.0,1428.0,3266.0,4544.0,4696.0,334.32,737.2772,1114.2074,1361.416
FIVZEQ,WS24s,val,0,2,0,0,0,11.97396,3.55326,11.97396,1680.59,1619.87,0.375,0.361452751,0.375,0.0,0.361451,0.0,-0.016,-0.016,-0.028,-0.8,-0.8,-1.4,0.8,0.8,1.4,-2.4,-2.4,-4.02,0.356,0.356,0.614,-0.016,0.352,0.352,-2.0,-2.0,-2.0,0.8,5.733333333,5.733333333,-2.64,2.660030667,2.660030667,0.368,0.825333333,0.825333333,0.4,0.4,0.8,0.8,0.21316,0.22484,0.438,0.44676,0.4,1.2,1.6,2.2,25.6,19.2,44.8,40.0,11.236,23.956,35.192,43.778,4.73344,3.5088,8.24224,7.35472,0.933333333,2.266666667,2.4,0.560846667,0.541053333,1.02508,1.09992,1.2,4.0,6.133333333,6.266666667,50.8,38.4,66.8,72.93333333,71.486,89.34533333,153.1766229,158.2099563,9.35556,7.0074,16.57636,17.73977333,3.92,7.9,9.64,20.0,36.0,48.0,257.0,460.0,549.0,-6.7,-4.5,-7.11,35.0,70.0,140.0,206.0,13.7002,35.6594,60.112,73.1038,210.0,566.0,806.0,842.0,3191.0,5380.0,6412.0,4796.0,213.734,431.4542,883.4492,1286.241,6.0,10.0,12.0,1.96,6.272,8.54,10.024,36.0,96.0,144.0,144.0,2500.0,2150.0,2000.0,2550.0,3.8416,36.1816,47.236,60.0348,15.0,30.0,44.0,50.0,7.2551,15.631,21.798,22.5614,74.0,174.0,224.0,212.0,560.0,1020.0,1470.0,1440.0,116.6135,212.874,324.5334,355.9434
PULHOT,WS24s,val,0,2,0,0,0,5.02988,2.80902,4.99509,0.0,0.0,0.3459,0.191070136,0.0,0.3459,0.0,0.19107,0.615,0.23,0.0,4.833333333,2.0,0.0,12.83333333,4.666666667,0.0,29.81429667,6.830963333,0.0,-1.461666667,-0.003333333,0.0,-0.33,0.0,0.24,-3.0,-0.666666667,0.0,-7.0,0.0,4.666666667,-19.7,0.0,0.528593333,1.25,0.0,0.826666667,1.0,2.833333333,1.833333333,0.0,0.82825,2.024533333,0.930083333,0.0,9.5,13.33333333,3.833333333,0.0,144.5,302.6666667,101.0,0.0,326.545,339.212561,79.69425,0.0,8.31485,21.35666667,19.3564,0.0,1.0,3.0,0.666666667,0.5329,0.7738,1.5987,0.180066667,1.0,4.0,3.666666667,0.666666667,64.0,120.0,192.0,5.333333333,28.09,132.5,84.27,15.925122,11.8336,7.5336,35.5008,5.045333333,2.67,1.185,8.01,11.5,2.5,36.0,88.5,57.0,265.5,-7.985,-2.36,-23.955,10.0,18.0,25.0,32.0,9.1891,15.6585,21.151,24.7616,43.0,100.0,105.0,64.0,2093.5,3072.0,4759.0,3840.0,77.67295,119.368,222.1657,241.0752,4.5,4.5,13.5,1.73485,4.34715,6.3123,13.04145,20.5,41.0,82.0,116.5,793.0,996.0,1867.5,2988.0,2.8393,25.7828,16.41405,77.3484,5.666666667,9.333333333,13.33333333,4.0,3.346466667,6.550533333,6.917733333,1.0804,22.66666667,40.0,21.33333333,4.0,481.6666667,970.6666667,788.0,32.0,55.35716667,70.35946667,148.4272,30.272
dut-67-hf,WS14s,val,1,3,1,0,0,16.98455,6.64598,16.98455,2133.26,1582.97,0.6062,0.449826733,0.6062,0.0,0.449826,0.0,0.5,1.0,2.46,-2.0,-4.0,6.0,20.0,40.0,62.0,16.2,32.4,86.18578,0.06,0.12,-2.68,-0.04,-0.04,-0.33,-2.0,-2.0,-3.0,2.0,2.0,-6.0,-6.0,-6.0,-20.1,0.89,0.89,1.75,1.0,2.0,4.0,6.0,1.0404,1.5708,3.1416,3.7332,4.0,12.0,24.0,12.0,256.0,192.0,384.0,544.0,376.36,438.44,876.88,586.155868,6.6564,13.158,26.316,46.8528,1.0,2.0,2.0,0.5329,0.5621,1.095,1.3067,1.0,3.0,4.0,5.0,64.0,48.0,112.0,176.0,28.09,59.89,87.98,162.71,11.8336,8.772,20.6056,17.6472,6.16,1.946666667,17.34666667,45.33333333,13.33333333,134.6666667,512.0,176.0,1456.0,-17.12,-3.333333333,-46.13333333,46.0,128.0,384.0,432.0,35.296,123.1072,265.7512,370.7232,560.0,1920.0,3704.0,4608.0,33440.0,56832.0,159232.0,147456.0,440.8352,710.016,4028.0608,2757.504,8.0,6.666666667,22.66666667,2.25,8.76,12.08,24.98,64.0,149.3333333,320.0,373.3333333,5184.0,4608.0,21888.0,12672.0,1.69,35.776,15.6,98.28,13.0,26.0,38.0,38.0,7.0032,14.707,21.1198,19.2594,64.0,150.0,190.0,146.0,730.0,1152.0,1816.0,1810.0,102.6858,183.957,280.0474,270.4616
