MofName,Partition,water_label,water4_label,acid_label,base_label,boiling_label,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
FOJLUN,val,0,2,0,0,0,6.3326,3.06366,6.27813,1.11521,0.0,0.0,0.2191,0.1964652397306336,0.0,0.2191,0.0,0.196465,0.0,1001.03,0.0,0.0,0.0,0.0,0.0,-0.0635,1.336,0.7459999999999998,0.0,-2.3375,5.8375,1.675,0.0,3.175,25.075,17.075,0.0,-10.875,1.2638707499999997,-5.175464250000002,0.0,1.4803750000000004,4.44775,3.5877500000000007,0.0,0.0,0.0,0.0,0.0,-0.04,-0.05,0.46,0.0,-2.0,-3.5,-5.0,0.0,2.0,2.5,14.5,0.0,-6.000000000000001,-7.050000000000001,-10.810665000000002,0.0,0.8900000000000001,1.09,3.64,1.0,2.3375,6.0125,3.85,0.5477,1.33700875,2.32438125,1.540085,6.0125,21.7125,24.575,14.925,56.5,103.2,142.2,96.3,41.425,175.587875,252.53740302500003,166.46885702499998,10.5376,18.97455,46.50726,29.8335,1.0,1.0,2.0,3.5,0.5328999999999999,0.5621,1.1023,1.52935,1.0,3.0,5.5,8.5,64.0,48.0,108.0,108.0,28.09,59.89,93.545,155.61152450000003,11.8336,8.771999999999998,19.9176,28.896,0.0,0.0,0.0,0.0,0.0,4.125,2.84,4.695,0.0,19.5,10.0,18.0,0.0,220.0,168.0,269.0,0.0,-9.625,-3.4399999999999995,-7.414999999999999,23.5,48.0,81.0,81.0,11.066250000000002,27.84650000000001,36.8745,37.791700000000006,135.0,326.0,387.0,411.0,2966.0,5184.0,4550.0,3402.0,166.26000000000002,320.93860000000006,624.3302000000001,589.6442000000001,1.0,5.5,4.0,6.5,2.1904,5.9422,4.5584,7.289,30.5,61.0,66.0,96.0,2304.0,2112.0,1152.0,2064.0,2.8561,31.9748,17.238,31.096000000000004,69.0,144.0,240.0,294.0,28.058100000000017,68.00640000000001,102.1704,122.8326,384.0,942.0,1332.0,1650.0,1791.0,3852.0,5652.0,6444.0,451.7648999999999,942.6330000000006,1563.9426000000003,1895.6970000000008
HUFKUQ,val,1,4,1,1,0,12.95709,9.87431,12.95709,0.591794,2183.59,3689.78,0.6895,1.165101369733387,0.6895,0.0,1.1651,0.0,6118.98,0.0,0.0,0.0,0.0,0.0,0.0,-0.0575555555555555,0.403111111111111,0.439111111111111,0.0,-1.2444444444444445,0.1111111111111111,-1.7111111111111112,0.0,2.877777777777778,12.066666666666666,14.71111111111111,0.0,-9.623333333333337,-9.371386222222224,-13.610428000000002,0.0,1.3301111111111117,3.016,3.868444444444445,0.0,0.0,0.0,0.0,0.0,-0.04,0.35,0.1399999999999999,0.0,-2.0,-1.0,-2.0,0.0,2.0,7.5,5.5,0.0,-6.9,-2.05711,-6.503555,0.0,0.9350000000000004,1.5300000000000002,1.5550000000000004,1.0,2.188888888888889,4.222222222222222,4.488888888888889,0.5476999999999999,1.2473944444444447,2.0123111111111114,2.113177777777778,5.166666666666666,14.98888888888889,22.577777777777783,25.666666666666668,56.5,98.66666666666666,147.0888888888889,151.2,41.425,156.16955555555555,227.3705416,242.5921020888889,10.5376,18.17285333333333,34.73544888888889,36.09066666666666,1.0,1.5,3.0,2.0,0.5476999999999999,0.85855,1.395,0.9896,2.5,7.5,10.0,7.0,56.5,66.0,108.5,72.5,41.425,113.565,146.53261400000002,118.376307,10.5376,12.137999999999998,25.4876,15.991999999999996,0.0,0.0,0.0,0.0,0.0,3.486666666666667,3.786666666666666,10.266666666666667,0.0,11.333333333333334,9.333333333333334,32.0,0.0,187.3333333333333,224.0,553.3333333333334,0.0,-7.900000000000001,-4.586666666666665,-16.993333333333332,25.0,56.0,102.0,144.0,18.9542,46.23160000000001,80.81540000000003,97.83120000000004,158.0,428.0,674.0,744.0,8010.0,11856.0,22448.0,17400.0,210.4125,397.5328,892.5096000000001,1153.5552000000002,1.0,4.666666666666667,6.666666666666667,13.333333333333334,2.1904,5.061599999999999,8.998399999999998,14.010666666666664,22.666666666666668,54.66666666666666,108.0,145.33333333333334,2304.0,1760.0,4608.0,4160.0,2.8561,26.679466666666663,26.79213333333333,66.80006666666667,70.5,149.0,244.0,315.0,29.951049999999945,72.18789999999987,108.88759999999984,127.6139,393.0,988.0,1446.0,1617.0,1992.0,4309.0,6280.0,6744.0,477.9273000000007,1005.6285999999984,1656.357999999998,2061.583500000002
mil-101-nh2,val,1,3,0,0,0,33.6582,13.32406,33.6479,0.468731,1292.64,2757.74,0.681,1.452858889213643,0.675,0.006,1.44006,0.0128005,118439.0,1052.79,0.0,0.0,0.0,0.0,0.0,0.74,-0.0399999999999999,0.3199999999999998,0.0,4.0,0.0,2.0,0.0,13.0,2.0,9.0,0.0,1.8857800000000005,-7.799999999999998,-8.80711,0.0,2.1700000000000004,0.9800000000000004,2.310000000000001,0.0,0.0,0.0,0.0,0.0,-0.0399999999999999,-0.0399999999999999,-0.0799999999999999,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000005,0.8900000000000005,1.780000000000001,1.0,3.0,2.0,4.0,0.5625,1.1325,1.1549999999999998,2.01,9.0,15.0,18.0,30.0,49.0,56.0,84.0,133.0,54.760000000000005,150.32522799999998,167.24,284.21261400000003,9.241600000000002,21.128,15.503999999999996,29.94400000000001,1.0,1.0,2.0,2.0,0.5328999999999997,0.5621,1.0950000000000002,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.97999999999999,119.78,11.8336,8.771999999999997,20.605599999999992,17.543999999999993,0.0,0.0,0.0,0.0,0.0,2.886666666666663,2.0,6.693333333333348,0.0,17.33333333333333,9.333333333333336,38.66666666666665,0.0,85.0,72.0,210.0,0.0,-9.673333333333364,-3.5599999999999845,-19.34666666666664,23.0,56.0,112.0,144.0,15.827899999999996,43.10680000000001,76.6988,99.69760000000002,168.0,460.0,784.0,908.0,2857.0,7344.0,12240.0,14544.0,216.95899999999995,395.0535999999998,1107.0568000000003,1118.5663999999997,1.0,5.333333333333332,6.0,12.666666666666666,1.612900000000004,4.936066666666654,7.137400000000008,11.929533333333357,28.666666666666668,60.66666666666664,120.66666666666671,152.66666666666663,576.0,1032.0,1728.0,2256.0,2.7556,30.75426666666664,22.44320000000004,67.0197333333333,18.0,36.0,54.0,66.0,8.121799999999999,17.957600000000003,25.62860000000001,28.995400000000004,90.0,216.0,294.0,314.0,598.0,1108.0,1626.0,1696.0,132.79600000000002,250.1320000000001,378.0084,446.81500000000005
Ni2_C2O4_L16_2,val,1,3,0,0,0,7.04516,6.04489,7.04516,1.11886,1037.79,927.54,0.3374,0.3015569418872781,0.3374,0.0,0.301556,0.0,759.084,0.0,0.0,0.0,0.0,0.0,0.0,-0.0266666666666666,-0.0533333333333333,0.4399999999999999,0.0,-1.3333333333333333,-2.6666666666666665,-2.0,0.0,1.3333333333333333,2.6666666666666665,11.333333333333334,0.0,-5.2,-10.4,-9.142813333333336,0.0,0.6533333333333337,1.3066666666666673,2.753333333333334,0.0,0.0,0.0,0.0,0.0,-0.0399999999999999,0.2133333333333332,0.2199999999999999,0.0,-2.0,-1.3333333333333333,-1.0,0.0,2.0,6.0,5.666666666666667,0.0,-6.600000000000001,-4.671406666666667,-3.371406666666667,0.0,0.9200000000000004,1.4800000000000002,1.3166666666666669,0.6666666666666666,1.3333333333333333,2.6666666666666665,4.666666666666667,0.375,0.7699999999999999,1.5399999999999998,2.295,2.6666666666666665,8.0,16.0,22.666666666666668,32.666666666666664,56.0,112.0,149.33333333333334,36.50666666666667,111.49333333333334,222.98666666666668,323.2034853333334,6.161066666666668,10.336,20.672,34.75733333333334,1.0,1.3333333333333333,2.6666666666666665,2.333333333333333,0.5427666666666666,0.7597333333333335,1.3,1.1074999999999997,2.0,6.0,8.0,6.0,59.0,60.0,107.33333333333331,93.33333333333331,36.98,95.67333333333336,136.63507600000003,108.76174266666668,10.9696,11.015999999999998,23.363733333333325,20.779733333333333,0.0,0.0,0.0,0.0,0.0,2.84,3.08,6.519999999999998,0.0,22.0,21.0,43.0,0.0,122.0,154.0,258.0,0.0,-8.38,-4.479999999999999,-7.419999999999999,14.0,30.0,52.0,64.0,8.871,20.999,33.9436,36.2824,86.0,232.0,302.0,208.0,1390.0,3368.0,4450.0,2952.0,114.9832,220.9858,457.0929999999999,541.0079999999999,1.0,6.0,7.0,11.0,1.4641,5.348199999999999,6.5219000000000005,8.215900000000001,36.0,84.0,126.0,138.0,784.0,1288.0,1176.0,1400.0,3.6481,37.89439999999999,34.0935,54.30129999999999,22.666666666666668,47.333333333333336,72.0,86.66666666666667,10.178266666666673,23.66980000000001,33.94746666666667,36.92680000000001,119.33333333333331,290.0,397.3333333333333,424.0,683.3333333333334,1416.0,2000.0,2016.0,156.0011333333333,317.9850000000001,489.7776000000001,567.9695999999999
Zr-DMBDC,val,1,3,0,0,0,7.57069,2.73237,7.57069,1.52317,0.0,0.0,0.2852,0.1872410827419132,0.0,0.2852,0.0,0.187241,0.0,637.033,0.0,0.0,0.0,0.0,0.0,0.9,0.5,1.4,0.0,0.0,-2.0,-2.0,0.0,25.0,20.0,45.0,0.0,22.99289,16.199999999999992,39.192889999999984,0.0,0.4100000000000001,0.0600000000000005,0.4700000000000006,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,1.0,2.0,2.0,4.0,1.0404,1.1628,1.5708,2.7336,4.0,8.0,12.0,20.0,256.0,112.0,192.0,304.0,376.36000000000007,306.657934,438.44,745.097934,6.6564000000000005,12.255,13.158,25.413,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.833600000000002,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,6.480000000000003,5.420000000000001,19.28,0.0,42.0,34.0,134.0,0.0,256.0,214.0,776.0,0.0,-16.88,-6.619999999999998,-47.07999999999999,54.0,152.0,432.0,672.0,38.94480000000001,137.06480000000005,306.5664,470.5872000000002,632.0,2336.0,4812.0,6360.0,12084.0,33088.0,72384.0,91776.0,486.6785999999997,920.8192000000006,4251.559199999998,4714.176000000002,1.0,8.0,10.0,24.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,64.0,176.0,368.0,464.0,1600.0,2560.0,7440.0,7360.0,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,18.0,36.0,52.0,66.0,9.5032,19.774000000000004,28.1884,33.9266,88.0,212.0,292.0,314.0,1060.0,1432.0,2200.0,2608.0,132.02720000000002,245.676,367.5124,445.239
Bio-MOF-14,val,1,4,0,0,0,3.5587,2.84948,3.5452,1.39182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2099999999999999,0.1019999999999999,0.2099999999999999,0.0,0.6,0.0,0.6,0.0,4.5,2.4,4.5,0.0,-1.774266,-1.472133,-1.774266,0.0,0.945,0.546,0.945,0.0,0.0,0.0,0.0,0.0,-0.04,0.1959999999999999,0.256,0.0,-2.0,-1.4,-2.2,0.0,2.0,5.199999999999999,7.2,0.0,-7.080000000000001,-3.784266000000001,-4.885688,0.0,0.9440000000000004,1.252,1.7399999999999998,0.6,1.5,1.8,2.1,0.3375,0.6862499999999999,0.936,1.0237500000000002,3.9,8.1,9.9,11.4,29.4,42.0,71.4,71.4,32.85600000000001,95.2695684,109.4617842,128.1255684,5.5449600000000006,10.9896,14.975040000000002,16.53456,1.0,1.6,3.2,2.8,0.5506599999999999,0.91784,1.629,1.3529200000000003,2.8,8.4,12.0,10.8,55.0,69.6,131.59999999999997,98.4,44.092000000000006,124.3,176.8595684,153.7701464,10.2784,12.8112,27.69824,23.15808,0.0,0.0,0.0,0.0,0.0,2.59,3.920000000000001,9.22,0.0,12.0,16.0,39.0,0.0,98.0,168.0,342.0,0.0,-6.600000000000001,-5.359999999999999,-13.900000000000004,14.0,26.0,42.0,64.0,9.0841,18.5276,30.0914,36.5288,68.0,174.0,220.0,164.0,1292.0,2694.0,3902.0,2856.0,106.94639999999998,188.272,320.32699999999994,524.688,1.0,5.0,8.0,16.0,1.5876,4.6746,7.7616,13.784400000000003,25.0,65.0,120.0,205.0,729.0,999.0,1296.0,2430.0,3.534399999999999,30.07999999999999,38.352,82.68239999999999,15.0,30.0,49.0,53.0,5.7935,13.567999999999998,19.0269,17.6211,79.0,189.0,234.0,198.0,373.0,770.0,1033.0,843.0,98.9101,201.413,320.87800000000004,332.3208
IRMOF-1-40,val,0,1,0,0,0,15.06083,7.92348,15.06083,0.591014,2153.62,3643.94,0.7462,1.2625758442270405,0.7462,0.0,1.26258,0.0,3228.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0399999999999999,-0.0399999999999999,-0.0799999999999999,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.0950000000000002,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78,11.8336,8.771999999999997,20.605599999999992,17.543999999999993,0.0,0.0,0.0,0.0,0.0,2.3200000000000003,1.6200000000000006,6.840000000000002,0.0,6.0,3.0,21.0,0.0,88.0,72.0,270.0,0.0,-7.159999999999998,-2.7,-18.81,23.0,56.0,96.0,132.0,17.3495,44.092000000000006,76.776,102.5796,152.0,416.0,720.0,864.0,4648.0,8832.0,18960.0,20160.0,203.7418,392.16,843.6659999999996,934.9920000000002,1.0,4.0,6.0,12.0,1.7161000000000004,3.8252,8.174400000000004,11.632800000000003,16.0,40.0,84.0,108.0,900.0,960.0,3240.0,2700.0,2.7225,22.704,20.79,63.706500000000005,16.0,32.0,48.0,58.0,7.422399999999999,16.262400000000003,23.0448,24.6794,80.0,192.0,256.0,250.0,548.0,1008.0,1456.0,1420.0,118.7144,219.096,337.3204,385.3870000000001
VAHTUW,val,1,3,1,0,0,9.86343,7.77702,9.84867,1.09206,954.65,874.173,0.3127,0.2863395784114426,0.3127,0.0,0.286339,0.0,2707.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999999,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.89,87.98,119.78,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,5.066666666666666,4.8533333333333335,9.919999999999998,0.0,18.0,12.666666666666666,30.666666666666668,0.0,304.0,314.6666666666667,618.6666666666666,0.0,-12.48,-7.733333333333332,-20.21333333333333,27.0,64.0,118.0,172.0,21.736799999999995,57.232,87.22459999999998,117.9388,182.0,472.0,688.0,904.0,13987.0,18176.0,17984.0,23360.0,244.9876,401.792,1107.4495999999997,1349.1679999999992,1.0,5.333333333333333,5.333333333333333,10.666666666666666,2.8224,6.5408,6.8992,13.439999999999998,28.666666666666668,57.333333333333336,86.0,143.33333333333334,4225.0,2773.333333333333,2080.0,4853.333333333333,1.2100000000000002,20.18133333333333,14.960000000000004,35.14133333333333,70.0,154.0,252.0,344.0,30.31900000000002,76.27619999999996,119.35639999999998,149.4488,406.0,1050.0,1612.0,1976.0,1792.0,4200.0,6400.0,7616.0,436.5993999999996,976.7010000000008,1592.4304000000002,2105.732000000001
VOCQEJ,val,0,2,0,0,0,4.92895,3.74808,4.92765,1.262,463.912,367.601,0.1977,0.1566561014263074,0.1977,0.0,0.156656,0.0,378.211,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.02,0.1599999999999999,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,4.5,0.0,-3.0000000000000004,-3.0000000000000004,-2.6035550000000005,0.0,0.445,0.445,1.065,0.0,0.0,0.0,0.0,0.0,-0.04,0.2766666666666666,0.3283333333333332,0.0,-2.0,-1.1666666666666663,-1.5833333333333337,0.0,2.0,7.0,8.583333333333332,0.0,-6.750000000000001,-4.339258333333333,-5.082110000000001,0.0,0.9275000000000004,1.6275,2.000833333333333,0.5,0.5,1.0,1.0,0.2664499999999999,0.28105,0.5475,0.4161,0.5,1.5,2.0,2.0,32.0,24.0,56.0,28.0,14.045,29.945,43.99,41.8888415,5.9168,4.385999999999999,10.302799999999998,8.17,1.0,1.4166666666666663,2.833333333333333,2.4166666666666665,0.5452333333333332,0.8091416666666668,1.35125,1.082325,2.25,6.75,9.0,8.166666666666666,57.75,63.0,106.16666666666666,70.58333333333334,39.2025,104.61916666666666,148.79884500000003,132.4505709166667,10.7536,11.576999999999998,24.053266666666666,18.77833333333333,0.0,0.0,0.0,0.0,0.0,2.84,3.92,9.279999999999998,0.0,21.0,26.0,64.0,0.0,122.0,181.0,384.0,0.0,-8.379999999999999,-4.769999999999999,-14.020000000000003,26.0,54.0,106.0,176.0,16.160200000000003,37.9182,70.24099999999999,100.3824,160.0,454.0,708.0,764.0,2645.0,6416.0,10452.0,10696.0,209.9678,396.0096000000001,915.4485999999998,1421.8080000000004,1.0,6.0,9.0,17.0,1.4641,5.348199999999999,8.4337,13.660899999999998,36.0,90.0,168.0,228.0,784.0,1288.0,1988.0,2576.0,3.6481,37.8944,41.9436,88.79589999999999,17.0,34.0,50.0,58.0,7.1929,16.2778,21.918600000000005,21.537400000000005,84.0,198.0,250.0,236.0,471.0,936.0,1212.0,1000.0,113.9688,224.451,332.75520000000006,362.674
IGUFOH,val,0,2,0,0,0,12.81275,3.86902,5.52796,0.970394,448.99,462.689,0.3228,0.332648388180471,0.1156,0.2072,0.119127,0.213522,1211.26,2171.05,0.0,0.0,0.0,0.0,0.0,-0.06,-0.1200000000000001,2.16,0.0,0.0,0.0,12.0,0.0,3.0,6.0,42.0,0.0,-11.699999999999998,-23.399999999999995,-6.042660000000001,0.0,1.4700000000000006,2.9400000000000013,7.98,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000002,0.8900000000000002,1.7800000000000005,1.0,3.0,6.0,12.0,0.5625,1.7325,3.4650000000000003,5.13,9.0,27.0,54.0,72.0,49.0,126.0,252.0,294.0,54.76000000000001,250.86,501.72,701.8356840000001,9.2416,23.256,46.512,86.64000000000003,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,1.1242,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.09,59.88999999999999,87.98,119.78000000000002,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,2.3200000000000003,1.6200000000000008,3.36,0.0,9.0,3.0,9.0,0.0,88.0,72.0,138.0,0.0,-7.1599999999999975,-2.7000000000000006,-8.069999999999997,13.0,28.0,42.0,48.0,9.4741,22.046,28.0914,31.711200000000005,70.0,160.0,192.0,216.0,2420.0,4416.0,4080.0,4608.0,119.6213,196.08,405.4980000000001,383.9039999999999,1.0,4.0,3.0,6.0,1.7161000000000006,3.825200000000001,3.0261,5.895,16.0,28.0,36.0,60.0,900.0,960.0,540.0,1260.0,2.722499999999999,22.704000000000004,12.6225,29.650499999999987,70.0,150.0,240.0,324.0,30.16860000000002,73.689,111.81359999999998,135.7908,390.0,990.0,1464.0,1716.0,1861.0,4140.0,6144.0,6876.0,450.0006999999997,967.2660000000004,1549.1346000000003,2020.7880000000005
WEHPIJ,val,0,1,0,0,0,6.26936,5.00164,6.26936,0.759175,2138.1,2816.34,0.5276,0.6949649290348074,0.5276,0.0,0.694965,0.0,1439.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.0199999999999999,0.72,0.74,0.0,2.0,4.0,4.0,0.0,1.0,14.0,13.0,0.0,-5.700000000000001,-2.0142200000000003,1.8857800000000005,0.0,0.5800000000000004,2.66,2.1700000000000004,0.0,0.0,0.0,0.0,0.0,-0.0199999999999999,-0.0799999999999999,0.6399999999999999,0.0,-2.0,-4.0,-4.0,0.0,1.0,4.0,18.0,0.0,-2.1000000000000005,-12.000000000000002,-10.414220000000002,0.0,0.3999999999999999,1.7800000000000005,4.26,1.0,3.0,4.0,3.0,0.5625,1.7025,1.7100000000000002,1.1324999999999998,9.0,21.0,24.0,15.0,49.0,140.0,98.0,56.0,54.760000000000005,206.46,233.94522800000004,150.32522799999998,9.241600000000002,25.9616,28.880000000000003,21.128,1.0,1.0,2.0,4.0,0.5328999999999999,0.5475000000000001,1.1242,1.6644,1.0,3.0,6.0,8.0,64.0,56.0,96.0,112.0,28.09,39.220000000000006,119.78,167.555366,11.8336,10.4576,17.543999999999993,32.68,0.0,0.0,0.0,0.0,0.0,3.1800000000000006,3.06,5.880000000000002,0.0,24.0,18.0,36.0,0.0,114.0,120.0,252.0,0.0,-9.36,-6.960000000000001,-8.04,13.0,24.0,42.0,60.0,8.159999999999998,17.607599999999998,27.327,32.85,66.0,168.0,192.0,120.0,1407.0,3264.0,4188.0,3360.0,129.9856,203.0976,423.5904000000001,627.456,1.0,6.0,6.0,12.0,1.5876,5.518800000000001,5.670000000000001,11.6424,36.0,72.0,108.0,216.0,729.0,1296.0,1134.0,1944.0,3.5344,38.8032,34.2912,57.527999999999984,22.0,46.0,72.0,92.0,9.214999999999998,22.04060000000001,32.404,35.629200000000004,118.0,294.0,408.0,412.0,594.0,1304.0,1784.0,1736.0,145.8954,310.6514000000001,476.396,589.532
