MofName,Partition,water_label,water4_label,acid_label,base_label,boiling_label,Di,Df,Dif,rho,VSA,GSA,VPOV,GPOV,POAV_vol_frac,PONAV_vol_frac,GPOAV,GPONAV,POAV,PONAV,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,f-I-0-all,f-I-1-all,f-I-2-all,f-I-3-all,f-S-0-all,f-S-1-all,f-S-2-all,f-S-3-all,f-T-0-all,f-T-1-all,f-T-2-all,f-T-3-all,f-Z-0-all,f-Z-1-all,f-Z-2-all,f-Z-3-all,f-chi-0-all,f-chi-1-all,f-chi-2-all,f-chi-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3
ZZZRNQ02,train,0,1,0,0,0,2.24665,1.5355,2.23472,1.56135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0266666666666666,-0.0266666666666666,0.7200000000000001,0.0,-1.3333333333333333,-2.0,0.0,0.0,1.3333333333333333,1.3333333333333333,14.0,0.0,-4.000000000000001,-4.000000000000001,1.5857800000000004,0.0,0.5933333333333334,0.5933333333333334,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,1.3333333333333333,2.0,0.5328999999999999,0.3747333333333333,0.73,0.5402,0.6666666666666666,2.0,3.333333333333333,2.0,64.0,32.0,74.66666666666667,16.0,28.09,39.92666666666667,58.65333333333333,47.775366,11.8336,5.847999999999999,13.737066666666664,15.136,0.0,0.0,0.0,0.0,0.0,3.96,4.83,9.39,0.0,21.0,23.5,45.0,0.0,24.0,49.0,67.0,0.0,-12.78,-7.360000000000001,-26.879999999999992,40.0,96.0,200.0,324.0,24.224800000000023,71.01440000000001,133.65440000000004,194.9684,304.0,912.0,1616.0,2160.0,2152.0,6272.0,12392.0,16192.0,334.2763999999999,618.0991999999999,1780.8540000000005,2404.5600000000004,1.0,6.0,8.5,14.5,1.9321,6.0882,9.70915,14.963349999999991,36.0,90.0,165.0,252.0,144.0,576.0,636.0,1284.0,1.7161000000000004,27.0384,24.22845,60.09625,7.0,12.0,18.0,12.0,2.6623,5.143600000000001,5.845,3.2412,30.0,60.0,42.0,12.0,203.0,300.0,362.0,96.0,51.1922,81.75299999999999,121.4552,90.816
MOF-801-SC,train,1,3,0,0,0,7.4485,3.5671,7.4485,1.57117,0.0,0.0,0.3705,0.2358115289879516,0.0,0.3705,0.0,0.235812,0.0,533.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,0.3199999999999999,0.0,-2.0,-2.0,-2.0,0.0,2.0,2.0,9.0,0.0,-6.000000000000001,-6.000000000000001,-5.207110000000001,0.0,0.8900000000000002,0.8900000000000002,2.1299999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5328999999999998,0.5621,1.095,0.8322000000000002,1.0,3.0,4.0,4.0,64.0,48.0,112.0,56.0,28.09,59.88999999999999,87.98,83.77768300000001,11.833600000000002,8.771999999999998,20.605599999999995,16.34,0.0,0.0,0.0,0.0,0.0,6.480000000000003,5.420000000000001,19.28,0.0,42.0,34.0,134.0,0.0,256.0,214.0,776.0,0.0,-16.88,-6.619999999999998,-47.07999999999999,54.0,152.0,432.0,672.0,38.94480000000001,137.0648000000001,306.5664000000001,470.5872000000002,632.0,2336.0,4812.0,6360.0,12084.0,33088.0,72384.0,91776.0,486.6785999999997,920.8192000000008,4251.559199999997,4714.176000000002,1.0,8.0,10.0,24.0,2.3716000000000004,8.9936,15.369200000000005,27.22720000000001,64.0,176.0,368.0,464.0,1600.0,2560.0,7440.0,7360.0,1.7689,36.60160000000001,26.493600000000004,105.06999999999998,10.0,18.0,24.0,24.0,4.777,9.1938,11.2792,9.2568,42.0,90.0,88.0,64.0,402.0,624.0,832.0,546.0,83.0244,131.63099999999997,188.4004,175.84500000000003
WASPAI,train,1,3,0,0,0,2.5345,1.57359,2.5345,1.45592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.72,0.72,0.0,-1.5,3.0,1.5,0.0,2.5,14.0,14.0,0.0,-8.85,-1.11422,-0.2142200000000003,0.0,1.1800000000000004,2.615,2.57,0.0,0.0,0.0,0.0,0.0,-0.04,0.35,0.3399999999999999,0.0,-2.0,-1.0,-1.5,0.0,2.0,7.5,8.0,0.0,-6.9,-2.05711,-3.1071100000000005,0.0,0.9350000000000004,1.53,1.73,1.0,2.0,4.5,3.0,0.5477,1.1473,1.96125,1.1210999999999998,5.0,16.5,21.5,12.5,56.5,87.0,136.5,59.5,41.425,155.375,221.695228,133.72776249999998,10.5376,16.014,36.05160000000001,22.078000000000003,1.0,1.5,3.0,2.0,0.5477,0.85855,1.395,0.8436,2.5,7.5,10.0,7.0,56.5,66.0,108.5,52.5,41.425,113.565,146.53261400000002,100.3751485,10.5376,12.137999999999998,25.4876,15.39,0.0,0.0,0.0,0.0,0.0,2.56,3.6599999999999993,9.039999999999996,0.0,6.0,6.0,24.0,0.0,86.0,138.0,290.0,0.0,-5.360000000000001,-3.9,-9.160000000000002,11.0,20.0,28.0,36.0,7.6526,15.038,21.6936,20.482,48.0,112.0,126.0,88.0,1283.0,2268.0,2906.0,1632.0,84.77539999999999,146.35199999999998,209.9612,299.472,1.0,4.0,6.0,12.0,1.9044,4.0848,6.3756,10.3776,16.0,40.0,72.0,96.0,841.0,870.0,1044.0,1682.0,3.61,24.624,29.07,60.72399999999999,19.0,38.0,62.0,73.0,7.436299999999999,17.325000000000003,24.594600000000003,23.2025,100.0,245.0,322.0,292.0,486.0,996.0,1310.0,931.0,126.3879,254.388,413.5964,442.792
XICXUE,train,0,2,0,0,0,4.62511,1.60269,4.34446,1.77862,0.0,0.0,0.0175,0.0098390887317133,0.0,0.0175,0.0,0.00983906,0.0,63.0293,0.0,0.0,0.0,0.0,0.0,-0.0515555555555555,0.4193333333333332,0.9053333333333328,0.0,-1.0777777777777775,2.344444444444445,3.4000000000000004,0.0,2.577777777777777,10.97777777777778,19.45555555555556,0.0,-9.293333333333331,-8.01686277777778,-5.647295888888889,0.0,1.225111111111112,2.6357777777777787,3.988555555555556,0.0,0.0,0.0,0.0,0.0,-0.0422222222222222,0.4644444444444444,0.1866666666666665,0.0,-2.7777777777777777,-2.8888888888888884,-3.8888888888888897,0.0,2.111111111111111,10.11111111111111,7.333333333333333,0.0,-7.433333333333334,-3.1761466666666665,-8.871406666666667,0.0,0.9944444444444452,2.094444444444445,2.083333333333334,1.0,2.644444444444445,5.033333333333333,5.31111111111111,0.5500022222222221,1.5060955555555555,2.480696666666666,2.2720200000000004,8.066666666666666,28.222222222222225,39.66666666666666,38.822222222222216,55.333333333333336,120.6888888888889,186.45555555555552,139.65555555555557,43.49933333333334,190.4804444444445,294.5461178888889,285.5024340222223,10.336,22.29224888888888,41.37635555555555,39.64115555555556,1.0,1.6666666666666667,4.333333333333333,2.7777777777777777,0.5493444444444444,0.9556555555555556,2.0458777777777777,1.3853444444444445,3.222222222222222,11.444444444444445,21.22222222222222,14.222222222222223,55.66666666666666,72.66666666666667,161.88888888888886,100.66666666666669,42.906666666666666,128.82,213.8734853333333,169.76285377777782,10.3936,13.373333333333331,37.18648888888888,22.070666666666668,0.0,0.0,0.0,0.0,0.0,2.2800000000000007,3.51,11.65,0.0,5.5,2.0,24.0,0.0,90.0,156.0,435.0,0.0,-6.36,-5.850000000000001,-18.585000000000004,11.5,21.0,31.0,39.0,7.760750000000001,15.2011,23.24130000000001,22.1837,52.0,122.0,139.0,99.0,1360.0,2370.0,3230.0,1770.0,87.13914999999999,147.624,219.52370000000005,324.76800000000003,1.0,4.0,6.5,17.5,1.7161000000000002,3.8776000000000006,6.556550000000001,14.770250000000004,16.0,42.0,96.0,184.0,900.0,900.0,1170.0,2700.0,2.7225,21.384,27.348749999999995,78.30899999999998,99.75,265.5,471.0,678.0,42.68677499999998,131.98784999999984,220.25369999999995,280.5678000000001,924.0,3285.0,4867.5,6025.5,2712.0,7782.0,12603.0,13966.5,655.792950000001,1769.0608499999992,3134.220600000001,4264.830749999999
GUCTAB,train,1,4,1,0,1,4.79669,2.84894,3.83197,1.55365,0.0,0.0,0.0179,0.0115212563962282,0.0,0.0179,0.0,0.0115213,0.0,280.209,0.0,0.0,0.0,0.0,0.0,-0.0176470588235294,0.3847058823529412,0.2541176470588235,0.0,-0.5294117647058824,1.411764705882353,0.8823529411764706,0.0,0.8823529411764706,7.235294117647059,4.941176470588236,0.0,-3.4411764705882355,-0.3781164705882351,-0.7109011764705881,0.0,0.4323529411764706,1.321764705882353,0.9388235294117648,0.0,0.0,0.0,0.0,0.0,-0.0141176470588235,-0.0141176470588235,-0.028235294117647,0.0,-0.7058823529411765,-0.7058823529411765,-1.411764705882353,0.0,0.7058823529411765,0.7058823529411765,1.411764705882353,0.0,-2.11764705882353,-2.11764705882353,-4.23529411764706,0.0,0.3141176470588235,0.3141176470588235,0.628235294117647,0.3529411764705882,0.8823529411764706,1.9411764705882355,1.411764705882353,0.1985294117647058,0.5095588235294118,0.8033823529411764,0.6035294117647058,2.294117647058824,7.411764705882353,9.705882352941176,7.588235294117647,17.294117647058822,37.05882352941177,44.47058823529412,34.588235294117645,19.327058823529416,73.78235294117648,109.09688541176472,82.56890400000002,3.2617411764705886,6.84,13.921411764705882,10.19294117647059,1.0,0.3529411764705882,0.7058823529411765,0.7058823529411765,0.5328999999999998,0.1983882352941176,0.3864705882352941,0.3967764705882353,0.3529411764705882,1.0588235294117647,1.411764705882353,2.117647058823529,64.0,16.941176470588236,39.52941176470589,33.88235294117647,28.09,21.13764705882353,31.051764705882352,42.27529411764706,11.833600000000004,3.096,7.272564705882352,6.191999999999999,0.0,0.0,0.0,0.0,0.0,7.362499999999999,11.572499999999996,17.2175,0.0,36.75,60.0,93.75,0.0,441.75,609.0,1046.25,0.0,-18.13500000000001,-11.775000000000002,-40.03500000000001,52.0,124.0,318.0,602.0,29.704800000000034,99.79099999999995,212.8548,319.56480000000005,466.0,1684.0,3288.0,4208.0,18607.0,33696.0,77028.0,72800.0,407.98779999999965,732.7199999999998,2784.696,4260.44,1.0,7.75,12.75,18.25,2.8224000000000005,9.504599999999993,16.543800000000005,22.583399999999987,60.25,182.5,302.25,367.75,4225.0,4030.0,14283.75,9100.0,1.2100000000000006,29.32600000000001,28.380000000000013,66.12099999999998,38.0,80.0,128.0,166.0,16.301400000000005,39.023600000000016,58.234000000000016,68.2262,208.0,520.0,752.0,852.0,1051.0,2256.0,3258.0,3424.0,252.2851,527.6460000000002,847.4964,1046.0770000000002
RUWXEN,train,1,3,0,0,0,5.03811,3.94141,5.03811,1.46802,880.592,599.852,0.2873,0.1957057805751965,0.2873,0.0,0.195706,0.0,284.759,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,-0.1600000000000001,1.2799999999999998,0.0,-2.0,-4.0,0.0,0.0,4.0,8.0,36.0,0.0,-12.000000000000002,-24.000000000000004,-20.828440000000004,0.0,1.7800000000000002,3.5600000000000005,8.520000000000001,0.0,0.0,0.0,0.0,0.0,-0.0228571428571428,-0.0342857142857143,0.0457142857142856,0.0,-1.1428571428571428,-1.7142857142857142,-2.857142857142857,0.0,1.1428571428571428,1.7142857142857142,4.857142857142857,0.0,-3.4285714285714293,-5.142857142857144,-8.344888571428573,0.0,0.5085714285714287,0.7628571428571431,1.625714285714286,1.0,2.0,4.0,8.0,0.5328999999999999,1.1242,2.2484,3.3288,4.0,12.0,24.0,32.0,64.0,96.0,192.0,224.0,28.09,119.78,239.56,335.110732,11.8336,17.543999999999997,35.087999999999994,65.35999999999999,1.0,1.2857142857142858,2.0,2.2857142857142856,0.5414714285714285,0.7271000000000001,1.1079714285714284,1.2144,2.142857142857143,4.714285714285714,6.0,8.571428571428571,60.0,60.0,106.28571428571428,94.28571428571428,42.318571428571424,86.68714285714285,111.89428571428572,153.70295514285712,11.072014285714284,10.954071428571426,19.5198,18.49842857142857,0.0,0.0,0.0,0.0,0.0,7.64,4.6,11.239999999999998,0.0,44.0,25.0,64.0,0.0,394.0,255.0,602.0,0.0,-17.83,-7.249999999999998,-21.849999999999994,22.0,60.0,136.0,140.0,16.8502,55.610800000000005,93.3064,95.57560000000002,236.0,792.0,1058.0,968.0,7554.0,15432.0,20186.0,15864.0,196.4432,353.70999999999987,1321.8256,1068.1399999999994,1.0,8.0,6.0,12.0,2.8561,9.9372,9.362599999999995,15.2776,64.0,160.0,184.0,256.0,3249.0,3534.0,4959.0,4674.0,1.2100000000000002,29.293,15.235,38.555,29.0,60.0,92.0,116.0,13.5821,30.769200000000005,44.9468,51.06440000000002,152.0,372.0,516.0,548.0,995.0,1932.0,2880.0,2996.0,214.25269999999992,413.9669999999999,650.6165999999998,793.088
Zn-DMOF-TM,train,1,3,0,0,0,8.09876,7.29032,8.09876,0.988846,1392.43,1408.14,0.4516,0.4566939644798077,0.4516,0.0,0.456694,0.0,518.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0466666666666666,0.7133333333333334,0.7066666666666666,0.0,-2.333333333333333,1.6666666666666667,1.3333333333333333,0.0,2.333333333333333,14.333333333333334,14.666666666666666,0.0,-7.899999999999999,-2.11422,-2.21422,0.0,1.0833333333333337,2.7633333333333336,2.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6666666666666667,4.333333333333333,3.6666666666666665,0.5427666666666666,0.9522333333333334,1.8625,1.4919666666666669,3.6666666666666665,14.0,20.666666666666668,13.0,59.0,74.0,130.66666666666666,94.33333333333331,36.98,123.54666666666668,208.9785613333333,164.8118946666667,10.9696,13.6,34.865066666666664,28.15253333333333,0.0,0.0,0.0,0.0,0.0,2.88,3.7800000000000007,11.74,0.0,0.1428571428571428,11.0,37.285714285714285,0.0,111.0,168.0,430.0,0.0,-8.549999999999999,-6.300000000000002,-16.76,27.0,104.0,188.0,224.0,23.3299,86.7888,169.60000000000008,167.35960000000003,464.0,2064.0,2758.0,2864.0,7270.0,17868.0,37720.0,26810.0,197.2345,660.4710000000001,1178.3908,1557.2281999999996,1.0,5.0,9.571428571428571,17.0,1.7161000000000004,4.807700000000001,11.473728571428571,13.794300000000003,25.0,124.28571428571428,184.28571428571428,238.57142857142856,900.0,1170.0,3574.285714285714,2400.0,2.7225,27.719999999999995,36.45321428571428,73.93650000000001,25.33333333333333,51.333333333333336,92.0,107.33333333333331,9.36786666666667,22.81766666666667,35.125733333333336,42.33393333333334,143.33333333333334,352.0,502.6666666666667,612.6666666666666,575.3333333333334,1216.0,1822.6666666666667,2048.6666666666665,160.82233333333332,329.47700000000003,576.3622666666664,669.3130666666666
MAKFIQ,train,0,2,0,0,0,8.56724,6.92833,8.56724,1.27671,1396.98,1094.21,0.4185,0.3277956622882252,0.4185,0.0,0.327797,0.0,1685.96,0.0,0.0,0.0,0.0,0.0,0.0,-0.0199999999999999,-0.03,-0.05,0.0,-1.0,-1.5,-2.5,0.0,1.0,1.5,2.5,0.0,-3.9,-5.8500000000000005,-9.75,0.0,0.4900000000000002,0.7350000000000003,1.2250000000000003,0.0,0.0,0.0,0.0,0.0,-0.0282142857142857,0.0639285714285714,0.0264285714285713,0.0,-1.4107142857142856,-1.3035714285714286,-2.2142857142857144,0.0,1.4107142857142856,3.053571428571429,3.5892857142857144,0.0,-4.232142857142858,-3.712491785714288,-6.487110892857144,0.0,0.6277678571428572,0.8900892857142858,1.2289285714285716,0.75,1.5,2.5,2.5,0.421875,0.8587500000000001,1.42875,1.44375,3.0,8.0,13.0,15.0,36.75,66.5,112.0,105.0,41.07000000000001,111.0,180.19,209.04999999999995,6.9312000000000005,12.372799999999998,20.8696,19.38,1.0,1.1964285714285714,2.0,1.6964285714285714,0.5387928571428571,0.6755375000000001,1.030917857142857,0.9051625,1.7857142857142856,4.178571428571429,4.875,6.267857142857142,61.25,56.25,98.07142857142856,70.82142857142857,37.872142857142855,78.31303571428572,95.42049217857144,113.15703166071428,11.310009821428572,10.272174107142856,19.5581125,13.81416964285714,0.0,0.0,0.0,0.0,0.0,9.143333333333334,6.066666666666666,20.82,0.0,68.33333333333333,43.333333333333336,156.66666666666666,0.0,533.6666666666666,380.0,1230.6666666666667,0.0,-20.76333333333334,-8.999999999999998,-41.33333333333335,72.0,208.0,600.0,782.0,53.66579999999997,195.15159999999992,411.23,565.3158000000004,940.0,3488.0,6018.0,7424.0,27310.0,61224.0,108668.0,117672.0,651.0490000000005,1245.8220000000008,5946.0644,5838.866999999997,1.0,9.666666666666666,8.666666666666666,22.0,2.8224,11.922399999999998,14.2688,27.115200000000005,93.66666666666669,246.0,389.6666666666667,545.0,3969.0,4746.0,10458.0,9786.0,1.4399999999999995,38.836000000000006,23.28,81.28000000000002,25.75,54.0,82.5,99.0,12.390775,28.182600000000008,41.31645000000002,45.45570000000002,136.5,334.5,472.5,498.0,903.75,1789.5,2653.0,2685.0,191.1141,375.61815,585.32305,666.2234999999998
UXOHOG,train,0,1,0,0,0,14.79373,10.7345,14.79373,0.548084,1986.69,3624.79,0.7196,1.3129374329482342,0.7196,0.0,1.31294,0.0,11318.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,-0.04,-0.08,0.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,4.0,0.0,-6.000000000000001,-6.000000000000001,-12.000000000000002,0.0,0.8900000000000001,0.8900000000000001,1.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5329,0.5621000000000002,1.0949999999999998,1.1242000000000003,1.0,3.0,4.0,6.0,64.0,48.0,112.0,96.0,28.090000000000003,59.89,87.98,119.78,11.8336,8.771999999999998,20.605599999999995,17.543999999999997,0.0,0.0,0.0,0.0,0.0,2.6000000000000005,2.4399999999999986,5.0399999999999965,0.0,8.0,4.0,12.0,0.0,84.0,92.0,176.0,0.0,-6.159999999999998,-2.6000000000000005,-8.76,15.75,36.0,54.0,72.0,11.749049999999997,28.251000000000005,38.31119999999999,48.4866,90.0,216.0,288.0,360.0,2630.25,5040.0,5436.0,6768.0,143.88615,275.5439999999999,513.2195999999999,591.3359999999998,1.0,4.0,4.0,8.0,1.9044,4.0296,4.2504,8.28,16.0,32.0,48.0,80.0,841.0,928.0,696.0,1624.0,3.61,26.144,19.38,45.524,38.0,82.0,138.0,158.0,16.2422,39.008200000000016,57.826600000000006,67.70700000000001,232.0,604.0,788.0,890.0,1081.0,2196.0,3240.0,3556.0,257.4691000000001,533.6640000000001,880.9655999999999,1007.3830000000002
HACRAH,train,0,1,0,0,0,10.71721,4.09696,10.10487,0.851547,1778.89,2089.02,0.5488,0.6444741159325321,0.5488,0.0,0.644474,0.0,2267.91,0.0,0.0,0.0,0.0,0.0,0.0,-0.0566666666666666,-0.0577777777777777,1.0266666666666664,0.0,2.7777777777777777,-1.0,3.7777777777777777,0.0,2.833333333333333,2.888888888888889,20.88888888888889,0.0,-11.05,-11.266666666666664,-5.5094288888888885,0.0,1.388333333333334,1.415555555555556,4.16888888888889,0.0,0.0,0.0,0.0,0.0,-0.04,0.2026666666666666,0.2688888888888888,0.0,-2.311111111111112,-2.0222222222222217,-3.2,0.0,2.0,5.977777777777777,8.777777777777779,0.0,-6.400000000000001,-4.969026444444446,-8.061875555555554,0.0,0.91,1.505777777777778,2.294444444444445,0.9444444444444444,2.833333333333333,2.888888888888889,6.444444444444445,0.53125,1.63625,1.6683333333333334,2.855,8.5,17.166666666666668,29.0,46.66666666666666,46.27777777777778,119.0,121.33333333333331,169.55555555555554,51.71777777777778,236.9233333333333,241.5688888888889,393.6675515555555,8.72817777777778,21.964,22.394666666666662,46.88355555555555,1.0,1.222222222222222,2.755555555555556,2.777777777777777,0.5394777777777776,0.6938555555555557,1.3513333333333333,1.3135444444444446,1.666666666666667,5.622222222222224,8.844444444444443,9.733333333333333,60.66666666666666,56.000000000000014,114.95555555555556,94.8888888888889,34.016666666666666,83.74555555555554,136.37835124444447,150.6823235555556,11.257600000000002,10.267999999999995,24.64328888888889,22.174222222222223,0.0,0.0,0.0,0.0,0.0,2.6299999999999994,2.940000000000001,7.893333333333335,0.0,14.0,10.666666666666666,34.333333333333336,0.0,96.0,126.0,287.0,0.0,-7.399999999999999,-4.02,-11.443333333333335,23.33333333333333,54.0,92.0,130.66666666666666,14.370933333333335,36.39673333333334,57.42199999999999,76.41506666666665,155.33333333333334,426.6666666666667,582.0,692.0,2406.0,5516.0,7242.666666666667,8570.0,190.5908,388.9689999999999,785.3254666666667,1031.9388666666662,1.0,5.0,6.0,13.333333333333334,1.5876,4.624200000000001,5.8212,11.222400000000002,25.0,55.0,96.66666666666669,161.66666666666666,729.0,1053.0,972.0,1971.0,3.5344,31.584,28.764,68.63879999999999,29.83333333333333,65.0,103.0,130.66666666666666,13.288450000000005,31.577700000000007,46.26310000000001,54.465466666666686,178.0,463.3333333333333,615.0,698.0,894.8333333333334,1852.0,2650.6666666666665,2921.0,205.37483333333333,433.4405,683.8675666666667,844.2554999999998
MONT1,train,1,4,0,0,1,7.88126,6.86557,7.87927,1.34558,436.933,324.716,0.1242,0.0923022042539276,0.1242,0.0,0.0923019,0.0,1068.78,0.0,0.0,0.0,0.0,0.0,0.0,0.6200000000000001,0.98,1.455,0.0,3.5,4.0,7.5,0.0,16.0,23.0,34.5,0.0,33.4,34.19289,60.74289,0.0,-1.61,-0.3700000000000001,-1.8,0.0,0.0,0.0,0.0,0.0,-0.185,0.3199999999999999,0.5249999999999999,0.0,-2.5,-2.5,-3.0,0.0,-2.5,9.0,12.0,0.0,-13.75,-7.007110000000001,-14.11422,0.0,1.1150000000000002,2.22,3.84,0.5,2.0,2.5,3.5,0.5618000000000001,1.5900000000000003,1.7702,2.3903,8.0,18.0,24.0,26.0,112.5,210.0,217.5,270.0,312.5,415.0,707.6777500000001,668.9277500000001,2.39805,13.118100000000002,12.800549999999998,20.72835,1.0,1.5,3.5,4.0,0.5477,0.9644,1.68355,1.7853500000000002,2.5,8.0,12.0,11.0,56.5,102.0,129.0,144.0,41.425,149.87,190.907614,225.190297,10.5376,11.5188,29.1288,30.6708,0.0,0.0,0.0,0.0,0.0,3.229999999999998,2.5,9.499999999999998,0.0,14.0,8.0,34.0,0.0,106.0,102.0,324.0,0.0,-7.299999999999998,-2.4600000000000004,-11.960000000000006,20.0,44.0,76.0,112.0,16.063,37.25919999999999,60.08999999999999,83.96800000000002,120.0,308.0,428.0,512.0,3336.0,6780.0,11440.0,12688.0,165.5664,310.2336,677.3427999999999,853.4143999999998,1.0,5.0,6.0,14.0,1.9043999999999992,5.064599999999999,7.976399999999999,13.551600000000002,25.0,55.0,110.0,180.0,841.0,1131.0,2088.0,2378.0,3.61,31.92000000000001,26.334,73.26399999999998,27.33333333333333,56.66666666666666,93.33333333333331,121.33333333333331,11.86926666666667,29.14166666666668,43.50946666666668,49.76466666666668,150.0,376.6666666666667,521.3333333333334,544.0,946.0,2152.0,2842.6666666666665,3149.333333333333,173.76879999999997,353.3702000000001,599.8390666666669,755.6285333333334
